"veg_ty";"ba_ha_mean";"se_ba";"mean_density";"se_density";"mean_prop_eg";"se_prop_eg";"n_plots";"d_media";"d_se";"h_media";"h_se";"health_media";"health_se"
"E0";10.6402566543131;1.18816766398416;517.25356504866;47.651653672237;1;0;8;15.7667304845889;1.18457460036856;14.8325728683082;1.01085684586915;2.54577285459638;0.193207356226305
"E10";8.23089693708469;1.63739785482342;413.802852038928;60.1549141925418;1;0;8;14.7598407658518;1.10773486591622;10.3062352559721;0.827522106004241;1.97470927765045;0.278056386478795
"E27";14.2656348202207;1.84160785079087;572.957795130823;112.217537315974;1;0;8;18.7798075134421;2.27839737713639;13.664074754902;0.706580340197818;1.23368974439509;0.203194404922897
