veg_ty;plot;sp;ba_tree;Comments    ;health;d;h;C_content
E27;A4;Eucalyptus globulus;0.006939772;Muerto;0;9.4;14.4;0.475
E27;A4;Eucalyptus globulus;0.021772986;Muerto;0;16.65;22.5;0.475
E27;A4;Eucalyptus globulus;0.005345612;Muerto;0;8.25;12;0.475
E27;A4;Eucalyptus globulus;0.01802664;Muerto;0;15.15;;0.475
E27;A4;Eucalyptus globulus;0.004778358;Muy dañado;1;7.8;18.3;0.475
E27;A4;Eucalyptus globulus;0.0058088;Muy dañado;1;8.6;10.5;0.475
E27;A4;Eucalyptus globulus;0.007013796;Sano;3;9.45;7.9;0.475
E27;A4;Eucalyptus globulus;0.010117687;Sano;3;11.35;;0.475
E27;A6;Eucalyptus globulus;0.008992016;Sano;3;10.7;10.2;0.475
E27;A6;Eucalyptus globulus;0.008494859;Sano;3;10.65;13.5;0.475
E27;A6;Eucalyptus globulus;0.008494859;Daño;2;10.4;11.6;0.475
E27;A6;Eucalyptus globulus;0.008251582;Muy dañado;1;10.25;15.3;0.475
E27;A6;Eucalyptus globulus;0.023100308;Muy dañado;1;17.15;16.5;0.475
E27;A6;Eucalyptus globulus;0.005607934;Sano;3;8.45;8.5;0.475
E27;A6;Eucalyptus globulus;0.011404168;Sano;3;12.05;15.9;0.475
E27;A6;Quercus canariensis;0.005152993;Sano;3;8.1;8.2;0.483
E27;A6;Eucalyptus globulus;0.004596343;Sano;3;7.65;17.8;0.475
E27;A6;Eucalyptus globulus;0.026158645;Muerto;0;18.25;16;0.475
E27;A6;Eucalyptus globulus;0.013478206;Sano;3;13.1;22.6;0.475
E27;A6;Eucalyptus globulus;0.005475988;Dañado;2;8.35;16;0.475
E27;A6;Eucalyptus globulus;0.014848921;Dañado;2;13.75;21.4;0.475
E27;A6;Eucalyptus globulus;0.039408105;Dañado;2;22.4;16.9;0.475
E27;A6;Eucalyptus globulus;0.00801184;Muy dañado;1;10.1;;0.475
E27;A6;Quercus canariensis;0.011979079;Sano;3;12.35;6.3;0.483
E27;A6;Quercus canariensis;0.019113434;Sano;3;15.6;8.4;0.483
E27;A6;Quercus canariensis;0.012370207;Sano;3;12.55;;0.483
E27;A6;Eucalyptus globulus;0.020867226;Sano;3;16.3;19.5;0.475
E27;A6;Eucalyptus globulus;0.03300633;Muerto;0;20.5;16.7;0.475
E27;A6;Eucalyptus globulus;0.033491117;Sano;3;20.65;13.3;0.475
E27;A6;Eucalyptus globulus;0.02790694;Sano;3;18.85;13.6;0.475
E27;A6;Eucalyptus globulus;0.035968064;Muy dañado;1;21.4;16.6;0.475
E27;A6;Eucalyptus globulus;0.014741126;Sano;3;13.7;16.1;0.475
E27;A6;Eucalyptus globulus;0.037496644;Dañado;2;21.85;22.9;0.475
E27;A6;Eucalyptus globulus;0.007238223;Sano;3;9.6;9.5;0.475
E27;A6;Eucalyptus globulus;0.016060593;Sano;3;14.3;9.1;0.475
E27;A6;Eucalyptus globulus;0.006720057;Sano;3;9.25;12.6;0.475
E27;A6;Eucalyptus globulus;0.024328473;Sano;3;17.6;18;0.475
E27;A6;Pinus pinea;0.010386882;Muerto;0;11.5;2.5;0.508
E27;A7;Eucalyptus globulus;0.045050597;Muerto;0;23.95;18.7;0.475
E27;A7;Eucalyptus globulus;0.015614488;Sano;3;14.1;8.3;0.475
E27;A7;Eucalyptus globulus;0.0130698;Muerto;0;12.9;1.3;0.475
E27;A7;Eucalyptus globulus;0.036304999;Muerto;0;21.5;2;0.475
E27;A7;Eucalyptus globulus;0.005741452;Muerto;0;8.55;17.2;0.475
E27;A7;Eucalyptus globulus;0.020611972;Muerto;0;16.2;13.4;0.475
E27;A7;Eucalyptus globulus;0.00636172;Muerto;0;9;14.5;0.475
E27;A7;Eucalyptus globulus;0.027171612;Muerto;0;18.6;;0.475
E27;A7;Eucalyptus globulus;0.028952893;Dañado;2;19.2;;0.475
E27;A7;Eucalyptus globulus;0.006575544;Muy dañado;1;9.15;16.1;0.475
E27;A7;Eucalyptus globulus;0.043929049;Muerto;0;23.65;;0.475
E27;A7;Eucalyptus globulus;0.015614488;Muerto;0;14.1;;0.475
E27;A7;Quercus ilex;0.007697681;Sano;3;9.9;5.7;0.475
E27;A7;Eucalyptus globulus;0.013478206;Muerto;0;13.1;16.7;0.475
E27;A7;Eucalyptus globulus;0.054739064;Muy dañado;1;26.4;;0.475
E27;A7;Arbutus unedo;0.004476962;Sano;3;7.55;5.2;0.475
E27;A7;Quercus ilex;0.004839816;Sano;3;7.85;;0.475
E27;A7;Eucalyptus globulus;0.004417861;Muerto;0;7.5;9.5;0.475
E27;A7;Eucalyptus globulus;0.054531916;Muerto;0;26.35;;0.475
E27;A7;Eucalyptus globulus;0.044301328;Muerto;0;23.75;;0.475
E27;A7;Eucalyptus globulus;0.03017183;Muerto;0;19.6;22.4;0.475
E27;A7;Eucalyptus globulus;0.031102526;Muerto;0;19.9;19.1;0.475
E27;A7;Quercus canariensis;0.021382447;Sano;3;16.5;5.6;0.483
E27;A7;Quercus ilex;0.008824726;Sano;3;10.6;4.3;0.475
E27;A7;Quercus suber;0.033491117;Sano;3;20.65;10.2;0.472
E27;A7;Quercus ilex;0.005152993;Sano;3;8.1;5.3;0.475
E27;A7;Quercus ilex;0.005089572;Sano;3;8.05;;0.475
Q;Q10;Quercus suber;0.026735127;Muy dañado;1;18.45;7.1;0.472
Q;Q10;Quercus suber;0.042821639;Dañado;2;23.35;7.7;0.472
Q;Q10;Quercus suber;0.036136335;Muy dañado;1;21.45;6.8;0.472
Q;Q10;Quercus suber;0.059179898;Sano;3;27.45;6.6;0.472
Q;Q10;Quercus suber;0.004596343;Muy dañado;1;7.65;4.1;0.472
Q;Q10;Quercus suber;0.041728366;Sano;3;23.05;5.6;0.472
Q;Q10;Quercus suber;0.045616672;Dañado;2;24.1;6;0.472
Q;Q26;Quercus suber;0.014526712;sano;3;13.6;5.9;0.472
Q;Q26;Quercus suber;0.025872761;sano;3;18.15;7.8;0.472
Q;Q26;Quercus suber;0.02835285;sano;3;19;6.3;0.472
Q;Q26;Quercus suber;0.017087304;sano;3;14.75;6.1;0.472
Q;Q26;Quercus suber;0.01296868;sano;3;12.85;7;0.472
Q;Q26;Quercus suber;0.033167533;sano;3;20.55;7.6;0.472
Q;Q26;Quercus suber;0.010659611;sano;3;11.65;5.3;0.472
Q;Q26;Quercus suber;0.014741126;sano;3;13.7;5.5;0.472
Q;Q26;Quercus suber;0.006647604;sano;3;9.2;5;0.472
Q;Q26;Quercus suber;0.007238223;sano;3;9.6;4.6;0.472
Q;Q31;Quercus suber;0.087878323;sano;3;33.45;10.7;0.472
Q;Q31;Quercus suber;0.092670818;sano;3;34.35;11.4;0.472
Q;Q31;Quercus suber;0.095388294;sano;3;34.85;10.2;0.472
Q;Q31;Quercus suber;0.045806149;sano;3;24.15;8.3;0.472
Q;Q31;Quercus suber;0.105784404;sano;3;36.7;11.4;0.472
Q;Q33;Quercus suber;0.069279128;sano;3;29.7;7.6;0.472
Q;Q33;Quercus suber;0.133316513;muerto;0;41.2;7;0.472
Q;Q33;Quercus suber;0.053297271;sano;3;26.05;5.3;0.472
Q;Q33;Quercus suber;0.087615804;dañado;2;33.4;7;0.472
Q;Q33;Quercus suber;0.015174665;sano;3;13.9;6.5;0.472
Q;Q33;Quercus suber;0.127555623;sano;3;40.3;7.4;0.472
Q;Q33;Quercus suber;0.05047141;sano;3;25.35;5;0.472
Q;Q33;Quercus suber;0.085529788;sano;3;33;6.3;0.472
Q;Q21;Quercus suber;0.174233367;sano;3;47.1;10.3;0.472
Q;Q21;Quercus suber;0.01358129;sano;3;13.15;8.4;0.472
Q;Q21;Quercus suber;0.063347021;sano;3;28.4;8.6;0.472
Q;Q21;Quercus suber;0.033329128;sano;3;20.6;6.4;0.472
Q;Q21;Quercus suber;0.031259017;sano;3;19.95;5.2;0.472
Q;Q21;Quercus suber;0.015503943;sano;3;14.05;3.4;0.472
Q;Q21;Quercus suber;0.066279891;dañado;2;29.05;5.1;0.472
Q;Q21;Quercus suber;0.046186282;dañado;2;24.25;4.6;0.472
Q;Q21;Quercus suber;0.045806149;dañado;2;24.15;3.3;0.472
Q;Q28;Quercus suber;0.053297271;sano;3;26.05;7.3;0.472
Q;Q28;Quercus suber;0.042821639;dañado;2;23.35;9.2;0.472
Q;Q28;Quercus suber;0.015284032;sano;3;13.95;7.2;0.472
Q;Q28;Quercus ilex;0.007775632;dañado;2;9.95;3.7;0.475
Q;Q28;Quercus ilex;0.012271836;sano;3;12.5;5.3;0.475
Q;Q28;Quercus suber;0.067655908;sano;3;29.35;9.5;0.472
Q;Q14;Quercus suber;0.311724268;dañado;2;63;10.7;0.472
Q;Q14;Pinus pinea;0.229021911;sano;3;54;20;0.508
Q;Q14;Quercus suber;0.083468905;sano;3;32.6;12.9;0.472
Q;Q14;Quercus suber;0.073061602;sano;3;30.5;12;0.472
Q;Q14;Quercus suber;0.147934332;sano;3;43.4;10.8;0.472
Q;Q14;Quercus suber;0.099538138;sano;3;35.6;10.5;0.472
Q;Q14;Quercus suber;0.090791951;sano;3;34;6.7;0.472
Q;Q43;Quercus suber;0.016627061;sano;3;14.55;5.4;0.472
Q;Q43;Quercus suber;0.006720057;sano;3;9.25;3.7;0.472
Q;Q43;Quercus suber;0.066736993;dañado;2;29.15;6.7;0.472
Q;Q43;Quercus suber;0.061795272;dañado;2;28.05;6.5;0.472
Q;Q43;Quercus suber;0.035132597;dañado;2;21.15;4.8;0.472
